scope_id,module_id,target_behavior,basis,classification,priority,phase,work_package,acceptance_ids,target_version,approval,status,evidence
SC-M25-01,M25,在隔离 Windows 实验室获取合法 SDK 与样本；登记 x86/x64、类型库、ProgID、事件、对象工厂、集合、异常和客户端版本，不在主开发机覆盖厂商组件。,R02、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M25-T01,M25-AC01;M25-AC02;M25-AC03;M25-AC04;M25-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M25-02,M25,通过独立实现的 COM 外观与进程外桥接保持接口对象生命周期；验证枚举器、可选参数、VARIANT、日期和错误码。是否可使用原标识须经许可审查。,R02、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M25-T02,M25-AC01;M25-AC02;M25-AC03;M25-AC04;M25-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M25-03,M25,为高频 OTA 对象逐个映射原生 API，保存对象缓存与提交边界；明确 Post/Refresh/Lock 等语义，禁止只把方法名转为 HTTP 路径。,R02、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M25-T03,M25-AC01;M25-AC02;M25-AC03;M25-AC04;M25-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M25-04,M25,脚本兼容实现事件调度、模板/项目调用顺序、共享变量和错误语义；允许的对象能力由白名单控制，脚本不得默认获得文件系统或网络管理权限。,R02、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M25-T04,M25-AC01;M25-AC02;M25-AC03;M25-AC04;M25-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M25-05,M25,针对 Excel 宏、自定义测试类型、站点管理 COM、插件和原客户端分别运行原样本；无法无修改兼容的样本记录改造清单和工作量。,R02、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M25-T05,M25-AC01;M25-AC02;M25-AC03;M25-AC04;M25-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M25-06,M25,签名安装包、隔离注册、卸载及并存回归；保持新平台原生模型独立。最终无样本或无合法实现路径的项维持未验收，升级治理而非默默排除。,R02、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M25-T06,M25-AC01;M25-AC02;M25-AC03;M25-AC04;M25-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M26-01,M26,先由业务和合规人员确定签名含义、签批对象、身份确认、双人复核、保留期限和适用要求；产品实现不等同于自动获得监管认证。,R01；合规要求由项目适用性评估确定,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M26-T01,M26-AC01;M26-AC02;M26-AC03;M26-AC04;M26-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M26-02,M26,签名绑定对象修订、附件清单和规范化内容哈希；使用再认证与挑战 nonce，验证挑战绑定主体及对象，拒绝重放。,R01；合规要求由项目适用性评估确定,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M26-T02,M26-AC01;M26-AC02;M26-AC03;M26-AC04;M26-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M26-03,M26,保存签名人稳定身份、意义、时间来源、认证强度、策略版本与服务端证据；服务端签封用于完整性保护，不冒称用户本人持有证书作出的数字签名。,R01；合规要求由项目适用性评估确定,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M26-T03,M26-AC01;M26-AC02;M26-AC03;M26-AC04;M26-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M26-04,M26,对象变化产生新修订，原签名仍对应旧内容；撤销签名以追加事件记录原因及授权人，不能删除原记录。,R01；合规要求由项目适用性评估确定,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M26-T04,M26-AC01;M26-AC02;M26-AC03;M26-AC04;M26-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M26-05,M26,审计事件写入追加通道并定期对外签封或受控不可变存储；哈希链本身不能阻止有数据库管理权限的人整体重写，需独立信任边界。,R01；合规要求由项目适用性评估确定,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M26-T05,M26-AC01;M26-AC02;M26-AC03;M26-AC04;M26-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M26-06,M26,历史迁入签名保留源系统证明和验证状态；新系统不得生成当年时间的伪签名，证据包提供离线验证说明。,R01；合规要求由项目适用性评估确定,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M26-T06,M26-AC01;M26-AC02;M26-AC03;M26-AC04;M26-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M27-01,M27,定义可选 AI 场景：需求质量检查、测试草稿、缺陷摘要和检索辅助；使用独立供应商适配接口，不把某一厂商新增能力默认列为已有支持。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M27-T01,M27-AC01;M27-AC02;M27-AC03;M27-AC04;M27-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M27-02,M27,按租户启用并配置允许模型、出境/区域策略、脱敏、保留期限及预算；未批准的项目数据不发给外部模型。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M27-T02,M27-AC01;M27-AC02;M27-AC03;M27-AC04;M27-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M27-03,M27,检索在服务端按权限筛选，提示词将原始文档视为不可信数据；模型无权直接执行管理指令、修改权限或访问任意网络。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M27-T03,M27-AC01;M27-AC02;M27-AC03;M27-AC04;M27-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M27-04,M27,输出保存模型标识、提示模板修订、来源引用、生成时间和评审结论；生成用例先进入草稿，人工批准后才成为正式修订。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M27-T04,M27-AC01;M27-AC02;M27-AC03;M27-AC04;M27-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M27-05,M27,建立固定评价集，测量内容可用性、事实错误、隐私泄漏、越权检索及提示注入；不以模型自评分作为唯一验收。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M27-T05,M27-AC01;M27-AC02;M27-AC03;M27-AC04;M27-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M27-06,M27,设置调用限流、成本上限、失败重试和总开关；模型不可用时核心测试管理继续工作，AI 不能伪造真实执行 PASS 证据。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M27-T06,M27-AC01;M27-AC02;M27-AC03;M27-AC04;M27-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M28-01,M28,建立站点参数注册表，区分可热更新与需重启配置；敏感参数只返回引用或掩码，修改必须记录前后值类别与审批。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M28-T01,M28-AC01;M28-AC02;M28-AC03;M28-AC04;M28-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M28-02,M28,实现项目维护、导入导出、修复检查和站点统计；重建索引、对账、归档等使用可恢复任务，不在 HTTP 请求中长时间锁库。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M28-T02,M28-AC01;M28-AC02;M28-AC03;M28-AC04;M28-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M28-03,M28,设计自身诊断：接口延迟、慢查询、队列、节点、存储配额及错误关联；诊断采样不得默认记录密码、Cookie 或业务正文。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M28-T03,M28-AC01;M28-AC02;M28-AC03;M28-AC04;M28-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M28-04,M28,提供脱敏支持包，用户预览后导出；包包含版本、配置摘要、日志和故障时间窗，不自动外发给第三方。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M28-T04,M28-AC01;M28-AC02;M28-AC03;M28-AC04;M28-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M28-05,M28,为独立产品设计命名/并发用户及模块授权策略，选择是否需要商业许可证；旧 AutoPass 等仅在获授权且纳入范围时适配，不复制或绕过原产品许可机制。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M28-T05,M28-AC01;M28-AC02;M28-AC03;M28-AC04;M28-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M28-06,M28,安装器、离线升级包、许可证续期和灾难恢复均有验证流程；SaaS 服务运营目标与私有化产品能力分开计入交付。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M28-T06,M28-AC01;M28-AC02;M28-AC03;M28-AC04;M28-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M29-01,M29,建立数据分类及威胁模型，覆盖跨租户、导出、附件、插件、脚本、执行节点、离线包、AI 和迁移；每条威胁关联验证用例。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3/P4,M29-T01,M29-AC01;M29-AC02;M29-AC03;M29-AC04;M29-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M29-02,M29,实施 TLS、可信反向代理、CSRF、内容净化、CSP、输入边界、速率控制及错误脱敏；对 URL 导入及 Webhook 转发配置 SSRF 出站限制。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3/P4,M29-T02,M29-AC01;M29-AC02;M29-AC03;M29-AC04;M29-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M29-03,M29,依赖和容器镜像生成 SBOM 并做漏洞及许可证检查；优先固定版本和校验摘要，第三方代码变更进入审查。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3/P4,M29-T03,M29-AC01;M29-AC02;M29-AC03;M29-AC04;M29-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M29-04,M29,私有化密钥支持轮换及失效，环境隔离权限独立；生产访问采用短时授权与可审计运维，不能通过共享管理员账号追责。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3/P4,M29-T04,M29-AC01;M29-AC02;M29-AC03;M29-AC04;M29-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M29-05,M29,执行单元、集成、动态扫描和人工越权测试；高危项未修复不可发布，例外需风险所有者、期限及补偿措施。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3/P4,M29-T05,M29-AC01;M29-AC02;M29-AC03;M29-AC04;M29-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M29-06,M29,设计安全事件响应、证据保全和客户通知流程；演练泄露凭据、恶意文件、节点被入侵和供应链污染，归档整改。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3/P4,M29-T06,M29-AC01;M29-AC02;M29-AC03;M29-AC04;M29-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M30-01,M30,冻结压测环境、数据规模和业务配比；分别测交互 API、异步导出、基线、迁移、调度及附件，不将注册用户数量当并发能力。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P4,M30-T01,M30-AC01;M30-AC02;M30-AC03;M30-AC04;M30-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M30-02,M30,采用至少两实例无状态服务、受支持的数据库高可用方案、共享对象存储和幂等后台任务；数据库故障切换由经过演练的成熟方案执行。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P4,M30-T02,M30-AC01;M30-AC02;M30-AC03;M30-AC04;M30-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M30-03,M30,定义建议 SLO：核心交互 p95 ≤800ms、错误率 <0.5%，以 100 活跃用户和约 50 RPS 参考负载验证；这是待测目标，不是已达性能。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P4,M30-T03,M30-AC01;M30-AC02;M30-AC03;M30-AC04;M30-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M30-04,M30,定义恢复目标 RPO 15 分钟、RTO 4 小时的候选档；使用数据库连续日志和对象版本/复制配合建立一致恢复清单，实际保证需用演练数据确认。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P4,M30-T04,M30-AC01;M30-AC02;M30-AC03;M30-AC04;M30-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M30-05,M30,升级采用扩展、兼容双写/回填、切换、收缩四步；删除列或改变语义前证明旧版本已下线。不可逆迁移前备份并明确只能前滚的情况。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P4,M30-T05,M30-AC01;M30-AC02;M30-AC03;M30-AC04;M30-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M30-06,M30,执行长稳、主库故障、节点断网、对象存储受限、备份恢复和升级回退演练；确认新写入数据处理后签署运行手册。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P4,M30-T06,M30-AC01;M30-AC02;M30-AC03;M30-AC04;M30-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M31-01,M31,选择一个低定制项目试点，再扩展到一个强定制和一个大数据项目；每次试点记录真实业务流程、用户角色及数据边界。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2/P4,M31-T01,M31-AC01;M31-AC02;M31-AC03;M31-AC04;M31-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M31-02,M31,按角色培训管理员、需求人员、测试设计者、执行者、开发人员、审计人员和运维；提供从旧产品到新平台的操作映射。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2/P4,M31-T02,M31-AC01;M31-AC02;M31-AC03;M31-AC04;M31-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M31-03,M31,执行端到端 UAT 并保留证据：从发布和需求开始，设计、执行、缺陷、复测、基线、报表直至签批；不能只演示孤立页面。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2/P4,M31-T03,M31-AC01;M31-AC02;M31-AC03;M31-AC04;M31-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M31-04,M31,建立缺陷分级及放行标准，关键路径与高危缺陷清零；已接受差异单独签字且不会自动计入零修改兼容。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2/P4,M31-T04,M31-AC01;M31-AC02;M31-AC03;M31-AC04;M31-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M31-05,M31,完成切换演练、停写通知、备份、最终增量、对账、恢复点和回滚判定；由业务、技术、运维和数据负责人联合放行。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2/P4,M31-T05,M31-AC01;M31-AC02;M31-AC03;M31-AC04;M31-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M31-06,M31,进入受控稳定期，建立支持分级、故障响应、升级培训及知识库；稳定期内重新计算容量和运维人力，不把交付后维护当作零成本。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2/P4,M31-T06,M31-AC01;M31-AC02;M31-AC03;M31-AC04;M31-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M32-01,M32,从已签批目标清单逐项核对功能、角色、异常、历史及扩展行为；本仓库种子矩阵必须在 P0 展开，不能将种子矩阵数量当作原厂完整功能数。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P4,M32-T01,M32-AC01;M32-AC02;M32-AC03;M32-AC04;M32-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M32-02,M32,独立执行功能、迁移、REST、OTA/COM、脚本、客户端和非功能七类验收；一个类别通过不能替代其他类别通过。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P4,M32-T02,M32-AC01;M32-AC02;M32-AC03;M32-AC04;M32-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M32-03,M32,对每个 MUST 范围项要求实现提交、测试结果、迁移影响和用户确认；BLOCKED、未测及无证据项目不计完成。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P4,M32-T03,M32-AC01;M32-AC02;M32-AC03;M32-AC04;M32-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M32-04,M32,冻结发行清单：源代码与构建、镜像、安装器、数据库迁移、SDK、文档、SBOM、备份恢复及已知差异；清单与实际发布文件逐项校验。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P4,M32-T04,M32-AC01;M32-AC02;M32-AC03;M32-AC04;M32-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M32-05,M32,成立变更委员会管理新版本对标、兼容回归及维护升级；新增客户定制或厂商扩展触发新范围版本，不能无限追加到已关闭合同。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P4,M32-T05,M32-AC01;M32-AC02;M32-AC03;M32-AC04;M32-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M32-06,M32,签署最终验收与维护移交；若关键兼容项未解决，只能交付已验证的阶段版本并公开差距，不把未完成写成“全量”。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P4,M32-T06,M32-AC01;M32-AC02;M32-AC03;M32-AC04;M32-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
